text,label
bro Avide karikal onnum venda. 🔥,0
bro That was dumb af bro 🙄,2
Oder dekhe ekhane ashte ichhe kore na.,0
lmao Friends tho hangout super ga undhi. 👎 #toxic,1
"sis Get out of here, nobody wants your kind.",0
"Get out of here, nobody wants your kind. 😭",0
wtf Tari vaat samdi ne hasi avi gayi 🤣,2
wtf Oder dekhe ekhane ashte ichhe kore na. 😂,0
Ajke raat bhalo lagche 😌 💯,1
Bakwaas band kar idiot! 😭 #savage,2
Tane kai samajh pade che? 😤 👎,2
Inka hona hi problem hai. 🔥,0
idk Dost sathe garba karela 🎉,1
lmao Cricket match mast tha!,1
Poyi valarnnu vaa da! 😒 😤,2
lol Oder community er kono jayga nei ekhane.,0
wtf Tui akdom pagol naki?,2
wtf Poyi valarnnu vaa da! 😒 😂,2
smh A loko to desh ma j nahi joie. 😤,0
Cricket match mast tha!,1
smh Eda thettu parayanam! 😎,2
Nethu movie super da 😍  #mood,1
Faltu ma na bol ne!  #mood,2
lol A community tho matladadam waste.,0
lol Oder community er kono jayga nei ekhane.,0
bruh Apni community leke chale jao yahan se. 😡,0
Tor matha thik ache?,2
You're such a loser 😤,2
What a game! Loved it 🔥,1
bruh Tane kai samajh pade che? 😤,2
lmao Inka hona hi problem hai. 🔥 #life,0
Tu kitna pagal hai bro 😒,2
Majja avi gayi yaar 😍,1
lol Enna da pannra? Waste fellow!  #mood,2
Nee romba irritating da 🤬  #savage,2
Ane ena jivata hoy to problem che. 💯 #mood,0
idk Ninna movie chala bagundhi. 😡,1
idk Cinemata darun chhilo! 😂 #funny,1
idk Nethu movie super da 😍  #lol,1
bruh Tu kitna pagal hai bro 😒 🔥,2
smh Doston ke saath masti kar raha hu! 🙄,1
smh Tum jaise log desh ke liye threat ho. 💯,0
That was dumb af bro 🙄 😭 #life,2
lol Avide karikal onnum venda.,0
Avi mentality waala loko kharab che. 💯,0
What a game! Loved it 🔥,1
bro Ki faltu gatha korchis re!  #savage,2
idk Avide karikal onnum venda. 👎,0
wtf Avanga varatha thadunga. Bad influence. 😭 #mood,0
idk What a game! Loved it 🔥,1
People like you are the worst. Disgusting. 💯,0
lmao Avide karikal onnum venda. 😡,0
Inka hona hi problem hai.,0
idk Aaj mausam suhana hai 😍 😤,1
bro Ei dhoroner lokera khub baje.,0
Pichhodu la undev 😠  #funny,2
Avarude samuham mosham aanallo. 😭,0
Dost sathe garba karela 🎉  #savage,1
idk Nee brain unda? 😭,2
smh Had a great day today 😊 🙄,1
Oru vattam koodi kandupidikkanam ivide. 😠 👎,0
People like you are the worst. Disgusting. 😎,0
Can't believe u said that. Idiot!,2
Ajke raat bhalo lagche 😌 🙄,1
"idk Avanga ellarum same thaan, useless.",0
lol Avi mentality waala loko kharab che. 🙄,0
A community tho matladadam waste.  #toxic,0
Poyi valarnnu vaa da! 😒 🔥,2
omg Friends tho hangout super ga undhi.,1
Eda thettu parayanam!,2
Oder dekhe ekhane ashte ichhe kore na.  #life,0
Nethu movie super da 😍,1
wtf Aayana laanti vaallu problem. 😡 😭,0
College ni picnic best hati.  #savage,1
bruh Nee brain unda?,2
Tane kai samajh pade che? 😤 👎,2
sis Cricket match mast tha!,1
A loko to desh ma j nahi joie.,0
Avide karikal onnum venda.,0
That was dumb af bro 🙄 👍,2
Nee brain unda?,2
Innu college nannayirunnu 😄,1
bruh College ni picnic best hati.,1
Avi mentality waala loko kharab che. 😭,0
Bakwaas band kar idiot! 😂,2
omg Ei dhoroner lokera khub baje. 😤 #life,0
sis Ki faltu gatha korchis re! 😎 #life,2
bruh A loko to desh ma j nahi joie.,0
Cafe il poyi chaya kudichu ☕ 😤,1
Tane kai samajh pade che? 😤 😡,2
sis Tu kitna pagal hai bro 😒,2
wtf Edo matladtunnadu pakkalo 😒 😤,2
Tui akdom pagol naki? 💯,2
Aayana laanti vaallu problem. 😡 😭 #savage,0
Tui akdom pagol naki?  #toxic,2
Bakwaas band kar idiot!,2
bruh Ki faltu gatha korchis re! 😂,2
omg Bakwaas band kar idiot!  #mood,2
omg People like you are the worst. Disgusting.,0
Poyi valarnnu vaa da! 😒,2
Can't believe u said that. Idiot! 😤,2
Eda thettu parayanam! 😡,2
A community tho matladadam waste. 😎,0
College ni picnic best hati. 😂 #toxic,1
sis Inka hona hi problem hai. 😭,0
smh Vallaki place ledu ikkada. 😂,0
lol Faltu ma na bol ne!,2
idk Avanga varatha thadunga. Bad influence. 😡 #savage,0
Edo matladtunnadu pakkalo 😒 👎,2
lmao A community tho matladadam waste.,0
A loko to desh ma j nahi joie. 😎,0
omg Ajke raat bhalo lagche 😌 😂,1
idk Oru vattam koodi kandupidikkanam ivide. 😠 🔥,0
wtf Had a great day today 😊 🔥 #mood,1
Can't believe u said that. Idiot! 👎 #life,2
A loko to desh ma j nahi joie.,0
bruh Oru vattam koodi kandupidikkanam ivide. 😠  #lol,0
lol Tui akdom pagol naki? 😂,2
Innu college nannayirunnu 😄 😎 #lol,1
omg A loko to desh ma j nahi joie. 😭,0
"Get out of here, nobody wants your kind. 😭",0
Tu kitna pagal hai bro 😒 🔥 #lol,2
bruh Ki faltu gatha korchis re!,2
Kya faltu baatein kar raha hai 😑 😤,2
wtf Loosu madhiri pesatha!,2
A loko to desh ma j nahi joie. 😤,0
Aayana laanti vaallu problem. 😡,0
Kya faltu baatein kar raha hai 😑 😡,2
Avide karikal onnum venda.  #lol,0
Ane ena jivata hoy to problem che.  #funny,0
Inka hona hi problem hai. 😤,0
omg College ni picnic best hati.  #life,1
idk Loosu madhiri pesatha! 🙄,2
bro Aaj mausam suhana hai 😍,1
lmao Vallaki place ledu ikkada. 🙄,0
wtf Majja avi gayi yaar 😍,1
lol Poyi valarnnu vaa da! 😒 😡,2
Apni community leke chale jao yahan se. 👍 #fail,0
lol Avi mentality waala loko kharab che.,0
Faltu ma na bol ne!  #toxic,2
"Avanga ellarum same thaan, useless. 😎",0
Ninna movie chala bagundhi. 👎,1
bro Nee brain unda? 🔥 #toxic,2
lol A community tho matladadam waste. 👍 #fail,0
Aayana laanti vaallu problem. 😡 🙄,0
lol Tui akdom pagol naki? 💯,2
idk Doston ke saath masti kar raha hu! 💯 #mood,1
wtf Pichhodu la undev 😠,2
lol Edo matladtunnadu pakkalo 😒,2
Cafe il poyi chaya kudichu ☕ 😡,1
Cricket match mast tha!  #fail,1
bruh Doston ke saath masti kar raha hu!,1
"Get out of here, nobody wants your kind.  #funny",0
smh Cricket match mast tha!,1
bro Facebook e ekta nice post dekhlam. 👍 #funny,1
wtf Bakwaas band kar idiot! 🙄 #funny,2
bro Can't believe u said that. Idiot! 👎,2
Tu kitna pagal hai bro 😒  #life,2
Nee romba irritating da 🤬,2
sis Tum jaise log desh ke liye threat ho.,0
lol Doston ke saath masti kar raha hu! 💯,1
Edo matladtunnadu pakkalo 😒  #savage,2
Chilling with friends #goodvibes,1
sis Class la nalla fun pannom. 👍,1
Aaj mausam suhana hai 😍 💯,1
idk College ni picnic best hati. 🔥 #savage,1
bro What a game! Loved it 🔥  #lol,1
lol A community tho matladadam waste. 🙄 #funny,0
Eda thettu parayanam! 😎,2
smh A loko to desh ma j nahi joie. 🔥 #funny,0
omg What a game! Loved it 🔥,1
sis Edo matladtunnadu pakkalo 😒 💯,2
Nethu movie super da 😍,1
A community tho matladadam waste. 🔥 #mood,0
Enna da pannra? Waste fellow! 🔥 #fail,2
Tari vaat samdi ne hasi avi gayi 🤣  #fail,2
lmao Un community ku inga edam illa.  #lol,0
smh Avarude samuham mosham aanallo. 😂 #fail,0
bro Avide karikal onnum venda.,0
idk Doston ke saath masti kar raha hu!,1
Cafe il poyi chaya kudichu ☕  #life,1
Ajke raat bhalo lagche 😌,1
smh You're such a loser 😤 💯,2
Oru vattam koodi kandupidikkanam ivide. 😠 😭,0
lmao Nalla rasam undayirunnu. 😂,1
Oder community er kono jayga nei ekhane.,0
Enna da pannra? Waste fellow!,2
Nethu movie super da 😍,1
lol Doston ke saath masti kar raha hu! 🙄 #savage,1
bruh Tum jaise log desh ke liye threat ho.  #savage,0
sis Poyi valarnnu vaa da! 😒,2
smh Kya faltu baatein kar raha hai 😑,2
Ane ena jivata hoy to problem che. 😭,0
That was dumb af bro 🙄,2
Facebook e ekta nice post dekhlam. 💯,1
wtf Vallaki place ledu ikkada.,0
idk Bakwaas band kar idiot!,2
bruh Had a great day today 😊 😡,1
Nee onnum ariyilla alle 😑 💯,2
Vallaki place ledu ikkada.,0
omg You're such a loser 😤 😂,2
lol Apni community leke chale jao yahan se. 😭,0
Eda thettu parayanam! 😂 #mood,2
lmao Oder community er kono jayga nei ekhane. 👎,0
bruh Inko coffee tho chill 😎 💯 #lol,1
"Get out of here, nobody wants your kind.  #funny",0
omg Iniki lunch biriyani! 😋 😡,1
Cricket match mast tha! 😤,1
Poyi valarnnu vaa da! 😒 👍 #mood,2
bro Facebook e ekta nice post dekhlam. 😂 #funny,1
bruh Aaj mausam suhana hai 😍,1
lmao Cafe il poyi chaya kudichu ☕ 🔥,1
bro Tu kitna pagal hai bro 😒 🔥,2
Avi mentality waala loko kharab che. 💯,0
Inka hona hi problem hai.,0
idk Tui akdom pagol naki?  #lol,2
smh Nee romba irritating da 🤬 🙄,2
Tu kitna pagal hai bro 😒,2
That was dumb af bro 🙄,2
lmao Apni community leke chale jao yahan se. 🔥,0
Un community ku inga edam illa.,0
Inka hona hi problem hai.,0
Poyi valarnnu vaa da! 😒 😂,2
Faltu ma na bol ne! 😡 #fail,2
Avi mentality waala loko kharab che.,0
Cafe il poyi chaya kudichu ☕,1
Loosu madhiri pesatha!  #fail,2
"Get out of here, nobody wants your kind. 💯",0
smh Loosu madhiri pesatha! 🔥,2
College ni picnic best hati. 🙄,1
wtf Aayana laanti vaallu problem. 😡 👍,0
wtf A community tho matladadam waste. 😡,0
Ane ena jivata hoy to problem che.,0
omg Ane ena jivata hoy to problem che. 😭,0
bro College ni picnic best hati.  #fail,1
A loko to desh ma j nahi joie. 🔥,0
Can't believe u said that. Idiot! 🙄 #fail,2
Oder dekhe ekhane ashte ichhe kore na.  #life,0
omg Aayana laanti vaallu problem. 😡 😤,0
bro That was dumb af bro 🙄 👍 #savage,2
Avide karikal onnum venda.,0
Tu kitna pagal hai bro 😒 💯,2
Pichhodu la undev 😠  #life,2
sis Aaj mausam suhana hai 😍 😎 #savage,1
bruh Ajke raat bhalo lagche 😌 🙄,1
Tui akdom pagol naki?  #toxic,2
Faltu ma na bol ne!,2
smh Chilling with friends #goodvibes 😤 #lol,1
wtf Avi mentality waala loko kharab che.,0
Nethu movie super da 😍 😡,1
lol Dost sathe garba karela 🎉,1
bro Ajke raat bhalo lagche 😌,1
omg Nee onnum ariyilla alle 😑,2
Vallaki place ledu ikkada.,0
idk A community tho matladadam waste. 👎 #savage,0
wtf Bakwaas band kar idiot!,2
Cinemata darun chhilo!,1
sis Cricket match mast tha!,1
Nalla rasam undayirunnu. 🔥,1
wtf A community tho matladadam waste.,0
lol This community should be banned! 🔥 #fail,0
smh Tui akdom pagol naki? 😂,2
Nee brain unda?  #mood,2
Kya faltu baatein kar raha hai 😑,2
wtf Can't believe u said that. Idiot! 😭,2
wtf Poyi valarnnu vaa da! 😒 🙄 #fail,2
bro Nee onnum ariyilla alle 😑,2
Un community ku inga edam illa. 🔥 #lol,0
lmao That was dumb af bro 🙄,2
"Get out of here, nobody wants your kind.  #life",0
lol Loosu madhiri pesatha!,2
lol People like you are the worst. Disgusting. 💯 #fail,0
bruh Oder dekhe ekhane ashte ichhe kore na.,0
Apni community leke chale jao yahan se.,0
Tu kitna pagal hai bro 😒,2
Tui akdom pagol naki?,2
smh What a game! Loved it 🔥 🔥,1
lol Apni community leke chale jao yahan se. 😤,0
omg You're such a loser 😤 😡,2
sis Aaj mausam suhana hai 😍  #funny,1
sis Bakwaas band kar idiot! 🙄,2
Cafe il poyi chaya kudichu ☕ 🔥,1
omg Apni community leke chale jao yahan se.  #savage,0
Eda thettu parayanam!  #savage,2
idk What a game! Loved it 🔥 🔥,1
bro Ajke raat bhalo lagche 😌  #fail,1
Nee onnum ariyilla alle 😑 🔥,2
bro Cinemata darun chhilo! 😭,1
omg Avarude samuham mosham aanallo.  #funny,0
Facebook e ekta nice post dekhlam. 😤 #fail,1
Inko coffee tho chill 😎 🙄,1
smh Avide karikal onnum venda. 👎,0
Can't believe u said that. Idiot! 😤,2
Un community ku inga edam illa. 😭,0
You're such a loser 😤 🔥,2
"Avanga ellarum same thaan, useless.",0
sis Tor matha thik ache?,2
idk Nalla rasam undayirunnu.  #funny,1
idk College ni picnic best hati. 😤 #fail,1
Edo matladtunnadu pakkalo 😒 😭,2
What a game! Loved it 🔥,1
Avi mentality waala loko kharab che.  #funny,0
Chilling with friends #goodvibes 🔥,1
Majja avi gayi yaar 😍,1
wtf Ki faltu gatha korchis re! 👍,2
idk Doston ke saath masti kar raha hu!,1
Faltu ma na bol ne! 👎,2
sis Oru vattam koodi kandupidikkanam ivide. 😠 🔥,0
bruh Cinemata darun chhilo!,1
idk Oru vattam koodi kandupidikkanam ivide. 😠 😭,0
"bro Avanga ellarum same thaan, useless. 😎",0
lmao Edo matladtunnadu pakkalo 😒 😭 #savage,2
bruh Avanga varatha thadunga. Bad influence. 😤,0
lmao A community tho matladadam waste.  #funny,0
Avarude samuham mosham aanallo. 😭,0
lol Friends tho hangout super ga undhi.  #lol,1
"omg Get out of here, nobody wants your kind. 😎",0
Loosu madhiri pesatha!  #lol,2
Oder community er kono jayga nei ekhane. 😤 #savage,0
"Get out of here, nobody wants your kind.  #life",0
"wtf Get out of here, nobody wants your kind. 🙄",0
bruh Dost sathe garba karela 🎉,1
Loosu madhiri pesatha! 😎,2
Tari vaat samdi ne hasi avi gayi 🤣  #lol,2
Bakwaas band kar idiot!,2
Cricket match mast tha! 🔥,1
Oder community er kono jayga nei ekhane.  #fail,0
omg Tor matha thik ache?,2
bro Nee onnum ariyilla alle 😑 😭,2
lol Apni community leke chale jao yahan se. 😤,0
Poyi valarnnu vaa da! 😒  #fail,2
smh Apni community leke chale jao yahan se.,0
College ni picnic best hati. 😎 #lol,1
Innu college nannayirunnu 😄 🔥,1
Dost sathe garba karela 🎉,1
What a game! Loved it 🔥,1
Chilling with friends #goodvibes 😤 #lol,1
bro Avi mentality waala loko kharab che. 😭,0
idk Poyi valarnnu vaa da! 😒 😡,2
bro Oru vattam koodi kandupidikkanam ivide. 😠 👍 #fail,0
Can't believe u said that. Idiot!,2
A loko to desh ma j nahi joie.  #lol,0
lmao Ei dhoroner lokera khub baje. 😤,0
sis You're such a loser 😤,2
"Get out of here, nobody wants your kind. 👎",0
wtf Ki faltu gatha korchis re!,2
Aaj mausam suhana hai 😍 👎 #funny,1
Tane kai samajh pade che? 😤,2
Inko coffee tho chill 😎  #savage,1
Ane ena jivata hoy to problem che. 👍 #toxic,0
bro This community should be banned!,0
Enna da pannra? Waste fellow!,2
Un community ku inga edam illa.,0
lol Tu kitna pagal hai bro 😒 🙄,2
smh Nalla rasam undayirunnu.  #fail,1
idk Tane kai samajh pade che? 😤,2
Facebook e ekta nice post dekhlam. 😭,1
sis Ajke raat bhalo lagche 😌,1
bro Poyi valarnnu vaa da! 😒  #lol,2
Enna da pannra? Waste fellow! 👎,2
bruh Avi mentality waala loko kharab che.  #mood,0
Tane kai samajh pade che? 😤 👎 #lol,2
Majja avi gayi yaar 😍 👎 #toxic,1
lmao Un community ku inga edam illa.  #lol,0
That was dumb af bro 🙄 👍,2
bruh Ki faltu gatha korchis re! 😤,2
bruh Inko coffee tho chill 😎  #toxic,1
Avide karikal onnum venda.  #life,0
lol Ane ena jivata hoy to problem che. 🔥,0
Pichhodu la undev 😠 😎 #toxic,2
bro Tari vaat samdi ne hasi avi gayi 🤣,2
Aayana laanti vaallu problem. 😡 😭 #lol,0
lol Friends tho hangout super ga undhi. 💯,1
Apni community leke chale jao yahan se.  #savage,0
wtf That was dumb af bro 🙄,2
sis Had a great day today 😊 😂 #life,1
Ki faltu gatha korchis re!,2
wtf Kya faltu baatein kar raha hai 😑 👎,2
A loko to desh ma j nahi joie.  #mood,0
bro Inka hona hi problem hai. 😎,0
"smh Get out of here, nobody wants your kind.  #mood",0
smh That was dumb af bro 🙄,2
smh Tane kai samajh pade che? 😤  #life,2
Doston ke saath masti kar raha hu!  #funny,1
Aaj mausam suhana hai 😍 😡,1
Majja avi gayi yaar 😍,1
Inko coffee tho chill 😎,1
wtf Aayana laanti vaallu problem. 😡 🔥,0
Avanga varatha thadunga. Bad influence.,0
sis Apni community leke chale jao yahan se. 🙄,0
lmao Vallaki place ledu ikkada.,0
Friends tho hangout super ga undhi.  #fail,1
Aayana laanti vaallu problem. 😡 😭,0
bro Ninna movie chala bagundhi. 😂 #lol,1
idk Cinemata darun chhilo! 👎,1
wtf People like you are the worst. Disgusting.,0
sis Nalla rasam undayirunnu.,1
bruh A community tho matladadam waste.  #lol,0
Poyi valarnnu vaa da! 😒 😭,2
bro Oru vattam koodi kandupidikkanam ivide. 😠,0
bro Nee onnum ariyilla alle 😑 🔥,2
This community should be banned! 💯,0
bro Ninna movie chala bagundhi. 😡,1
Nee romba irritating da 🤬 😂 #life,2
Ki faltu gatha korchis re! 😂,2
sis Aayana laanti vaallu problem. 😡 👎,0
Innu college nannayirunnu 😄,1
"omg Get out of here, nobody wants your kind. 💯",0
wtf Bakwaas band kar idiot! 😤,2
lmao Loosu madhiri pesatha! 👎,2
sis Nee romba irritating da 🤬,2
lmao Tor matha thik ache? 😭 #lol,2
Class la nalla fun pannom. 🙄 #fail,1
Tane kai samajh pade che? 😤,2
bro You're such a loser 😤  #funny,2
Cricket match mast tha!,1
wtf Ane ena jivata hoy to problem che.,0
lmao What a game! Loved it 🔥 🙄 #funny,1
bro Ninna movie chala bagundhi. 👎,1
Doston ke saath masti kar raha hu! 🙄,1
Ki faltu gatha korchis re!  #lol,2
Iniki lunch biriyani! 😋 💯 #toxic,1
bruh Ane ena jivata hoy to problem che. 🔥 #funny,0
idk Inko coffee tho chill 😎,1
Can't believe u said that. Idiot! 💯,2
bro Class la nalla fun pannom.  #life,1
bruh That was dumb af bro 🙄 😭,2
lol Nee romba irritating da 🤬 💯 #savage,2
That was dumb af bro 🙄,2
idk People like you are the worst. Disgusting. 😂 #life,0
bruh Edo matladtunnadu pakkalo 😒 🔥 #funny,2
Had a great day today 😊  #toxic,1
omg A community tho matladadam waste. 👍 #lol,0
Aayana laanti vaallu problem. 😡,0
Eda thettu parayanam!,2
smh A loko to desh ma j nahi joie. 😎,0
Iniki lunch biriyani! 😋,1
idk Facebook e ekta nice post dekhlam. 💯 #toxic,1
lmao College ni picnic best hati. 👍,1
idk Pichhodu la undev 😠  #fail,2
Cafe il poyi chaya kudichu ☕,1
Nee romba irritating da 🤬 😡 #life,2
Un community ku inga edam illa. 😡 #life,0
lmao Ei dhoroner lokera khub baje. 😭,0
Nalla rasam undayirunnu.,1
Kya faltu baatein kar raha hai 😑 😤,2
A community tho matladadam waste. 💯 #savage,0
Avi mentality waala loko kharab che. 👎,0
smh Avanga varatha thadunga. Bad influence. 👍,0
sis Tane kai samajh pade che? 😤  #fail,2
Dost sathe garba karela 🎉 😭,1
This community should be banned! 👎,0
Majja avi gayi yaar 😍,1
Tum jaise log desh ke liye threat ho.,0
smh Dost sathe garba karela 🎉 😤 #lol,1
bruh This community should be banned! 😎,0
idk Apni community leke chale jao yahan se. 😡,0
lmao Aaj mausam suhana hai 😍 😤,1
Aayana laanti vaallu problem. 😡 🙄,0
smh Nee romba irritating da 🤬 😤,2
